mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_sn2_ficha_rfo_status _ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,total_sn2_sn1,total_vulnerabilidades_high,total_lineas_codigo,total_vulnerabilidades_high_mes_ant,total_lineas_codigo_mes_ant
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,6169,ENTERPRISE MOBILE CHANNEL,2,2,2,2,34,36,0,2,0,"4,405,003",0,"4,405,671"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,300,INSURANCE - POSTVENTA,2,2,2,2,12,12,1.5,2,0,"19,930",0,"12,409"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,301,INSURANCE - AHORRO Y PREVISION,5,5,5,5,28,28,4,4,0,"40,958,633",0,"34,366,102"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,302,INSURANCE - FINANCIERO ACTUARIAL,4,4,3,3,1,1,4,4,0,"28,995",0,"28,958"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,303,INSURANCE - DISTRIBUCION,1,1,1,1,30,34,1,1,0,"8,180,415",0,"8,178,948"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,304,INSURANCE - BACKOFFICE Y DATA,3,3,3,3,22,22,1.5,3,0,"3,120,615",0,"3,031,386"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,307,ASSET MANAGEMENT - MIDDLE OFFICE,4,4,2,2,11,11,3,4,0,"314,375",0,"314,373"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,308,ASSET MANAGEMENT - INFORMACIONAL & WEBS,5,5,5,5,53,54,3,5,"2,291","9,752,467","2,337","9,651,633"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,310,ASSET MANAGEMENT - FRONT OFFICE,3,3,3,3,3,4,3,3,8,"2,175,056",8,"2,175,055"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4154,ASSET MANAGEMENT - BACKOFFICE Y FONDOS DE INVERSION,3,3,1,1,42,42,0.5,2,471,"1,548,668",471,"1,550,299"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4301,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,1,1,1,1,34,34,0,1,0,"110,902",0,"108,065"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,426,MMPP,12,12,10,10,123,130,8,10,139,"2,366,666",139,"2,365,292"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,427,PASIVO,10,10,10,10,74,76,7.5,8,0,"2,726,385",0,"518,906"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,PASIVO / PAYMENT SYSTEMS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,14,13,14,121,125,8,14,392,"1,626,006",392,"1,624,667"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,178,191,2,3,0,"1,089,739",0,"1,090,579"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,89,ATM,2,2,2,2,4,5,0,1,0,"2,222,405",0,"2,220,214"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,93,WEB CHANNEL,6,5,5,6,81,90,3,5,367,"4,029,450",368,"4,027,647"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,181,CONTACT CENTER,5,5,4,4,29,31,5,5,90,"3,483,041",90,"3,447,895"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,32,33,4.5,6,0,"208,375",0,"207,763"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,327,RETAIL DIGITAL SERVICES,12,12,12,12,13,13,11,11,0,"942,136",0,"942,606"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,328,BRANCH CHANNEL,7,7,4,4,47,47,1.5,7,239,"24,136,137",420,"24,596,382"
06/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,"0,0",0,0,0,0,0
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,329,OPEN BANKING,1,1,1,1,5,5,1,1,0,"6,843",0,"6,843"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,330,OPERATIONAL CRM,6,6,4,4,40,41,5,5,29,"865,511",32,"796,204"
06/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,331,DIGITAL MARKETING,2,2,0,0,28,28,1,2,0,"128,269",0,"114,279"
06/25/2025,GSD,GSD,ALPHA,4621,CATALOGOS,0,0,2,2,0,0,1,2,0,"235,696",0,"234,968"
06/25/2025,GSD,GSD,ALPHA,4622,FIRMA,0,0,1,1,0,0,0,1,0,"66,568",0,"66,568"
06/25/2025,GSD,GSD,ALPHA,4623,INFRAESTRUCTURA MULTICANAL,0,0,5,5,23,27,1,5,0,"564,109",0,"528,480"
06/25/2025,GSD,GSD,ALPHA,4625,OPERATIONAL DATA INFRASTRUCTURE,0,0,3,6,28,34,3,5,0,"184,351",0,"168,160"
06/25/2025,GSD,GSD,ALPHA,4647,INFRAESTRUCTURA PERSONAS Y CONTRATOS,0,0,5,5,34,35,1,4,0,"624,472",0,"584,756"
06/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,4308,SW DEVTOOLS SUITE,4,4,4,4,0,0,3,3,136,"2,284,841",147,"2,372,536"
06/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6091,IAGEN SDLC,2,1,1,2,0,0,1,2,0,"8,795",0,"8,873"
06/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6110,TESTING TOOLS,5,5,5,5,5,7,5,5,14,"1,258,293",34,"1,256,033"
06/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6124,UX & DESIGN,0,0,0,0,0,0,0,1,0,"173,313",0,"171,794"
06/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6136,DEVOPS - CI/CD,7,4,8,8,6,7,7,9,5,"1,480,824",5,"1,476,324"
06/25/2025,GSD,GSD,PAYMENT,427,PASIVO,0,0,1,1,8,8,1,1,0,"11,024",0,"9,636"
06/25/2025,GSD,GSD,PAYMENT,4357,PAYMENT AUTHORIZATION,1,1,3,3,26,26,1,3,0,"162,183",0,"144,225"
06/25/2025,GSD,GSD,PAYMENT,4979,TRACKING PAYMENT,0,0,1,1,1,1,1,1,0,"5,651",0,"5,532"
06/25/2025,GSD,GSD,PAYMENT,5527,PAYMENT METHODS SYSTEM,0,0,1,1,37,39,0,1,0,"282,841",0,"273,294"
06/25/2025,GSD,GSD,SECURITY GSD,5222,S-SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,0,"122,851",0,"127,867"
06/25/2025,GSD,GSD,SW DEV TRANSF,238,SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,1,"232,359",0,"232,291"
06/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,0,0,0,0,0,0
06/25/2025,GSD,GSD,SW DEV TRANSF,6290,TRAINING - SERVICE FOR PRACTICE,1,0,0,1,0,0,0,1,0,"1,821",0,"1,821"
06/25/2025,I&O HUB AMERICA,R&IC,CFE,6151,SCREENING & TRANSACTION MONITORING AML,1,1,0,1,0,0,0,1,0,"12,605",0,"12,605"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,109,TRANSACTIONAL S&C,3,3,3,3,483,484,0,3,0,"56,492",0,"2,950"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,111,CLIENT SOLUTIONS,4,4,4,4,403,405,1.5,4,0,"269,739",0,"15,569"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,112,DATA BANKING,3,3,3,3,441,444,3,3,0,"148,305",0,963
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,2,3,3,374,375,1,3,0,"114,867",0,"3,280"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,7514,DATA INSURANCE,1,1,1,1,43,43,1,1,0,"18,410",0,0
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,113,DATA RISK,4,4,3,4,"1,000","1,008",1.5,4,0,"1,241,711",0,"865,591"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,5552,DATA FINANCE,5,5,3,5,688,696,2.5,5,0,"199,868",0,"6,413"
06/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,SEGURIDAD Y OTRAS PI,5009,DATA LEGACY,3,3,0,3,6,6,1,2,14,"62,662",14,"62,662"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,2,1,1,2,3,3,1,1,494,"1,484,579",494,"1,481,828"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,8,7,7,8,35,35,5,7,4,"1,964,740",4,"2,014,741"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,281,PRIVATE BANKING,2,2,2,2,91,95,2,2,0,"667,954",0,"241,464"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,75,75,3,7,71,"2,529,922",72,"2,508,155"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,96,96,4,4,172,"1,031,818",178,"1,034,373"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,7,7,6,7,97,97,5,6,"2,548","3,159,356","2,548","3,158,442"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,28,28,4,4,"26,983","4,118,250","26,983","4,115,918"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,55,LOANS,7,4,6,7,171,172,4.5,6,1,"5,837,915",0,"5,684,069"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,157,CLIENTS,5,5,5,5,160,161,5,6,0,"4,877,856",0,"4,872,305"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,167,PAYROLLS AND TRANSFERS,4,4,4,4,100,100,1.5,4,0,"2,813,450",0,"1,412,685"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,169,ACCOUNTS,8,8,7,8,173,180,6.5,8,440,"4,553,480",421,"3,793,982"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,5228,CUSTOMER OPERATION DATA LAYER,3,3,3,3,20,20,3,3,0,"386,412",0,"383,585"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,7744,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,2,2,2,2,115,116,2,2,0,"1,934,559",0,"1,892,243"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,362,ACCOUNT STATEMENTS & TAX STAMPS,2,2,2,2,29,29,1.5,2,76,"729,186",76,"726,619"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,363,APPLICATION SECURITY,1,1,1,1,14,14,0.5,1,0,"1,595,400",0,"1,594,459"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,364,DIGITAL CONTACTABILITY,2,2,2,2,52,52,1,2,1,"1,339,125",1,"1,337,932"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,365,ATMS & INFRASTRUCTURE,2,2,2,2,48,48,1,2,0,"789,692",0,"800,519"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,5469,SYSTEMS CONTACT CENTER,6,5,6,6,164,164,2,6,"22,473","23,018,656","22,473","22,978,614"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,200,TALENT & CULTURE,3,3,3,3,84,84,2,3,"13,785","19,034,814","13,733","18,505,869"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,298,RISK,7,7,6,6,222,224,3,6,692,"7,153,085",738,"5,110,132"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,351,AACC,2,2,2,2,87,88,2,2,802,"7,493,012",802,"7,448,603"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,354,FINANCE & PROCUREMENT,3,3,3,3,65,67,0.5,3,"4,505","3,739,252","4,505","3,720,465"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,355,COMPLIANCE & LEGAL,2,2,2,2,130,130,0,2,"1,228","2,107,938","1,187","1,564,347"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,356,CREDIT ACQUISITION & AUTOMATION,3,2,3,3,73,73,2,3,361,"2,140,319",109,"2,233,191"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,68,69,1,1,5,"474,726",5,"474,726"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,53,CONSUMER FINANCE,3,3,3,3,55,55,1.5,3,0,"230,738",0,"209,244"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,210,API CHANNEL,4,4,3,4,51,51,3,4,80,"592,972",155,"789,736"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,211,ENTERPRISE WEB,7,7,7,7,176,177,2,7,"1,459","29,871,864","1,571","30,016,241"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,212,SPECIALIZED PRODUCTS,4,4,4,4,106,113,2.5,4,"38,979","5,273,934","38,979","5,271,892"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,46,50,1,1,0,0,0,0
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,4038,DIGITAL WORKPLACE & CRM,7,4,5,7,117,118,5,5,23,"4,773,775",23,"7,714,789"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,6123,DIGITAL SMEs,2,2,2,2,34,35,2,2,0,"8,538",0,"8,538"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,223,INFORMATIONAL,1,1,1,1,33,33,0,1,0,410,0,410
06/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,224,CHANNELS,4,4,4,4,67,67,3,4,505,"11,141,251",519,"8,850,717"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,225,CORE CROSS,4,4,4,4,235,235,3.5,4,25,"5,082,286",25,"5,077,292"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,4036,MULTIASISTENCIA,2,2,2,2,98,98,2,2,9,"6,197,032",11,"6,158,758"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,213,METHODS,4,3,3,4,98,98,4,4,0,"14,108",0,"14,142"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,215,TRANSACTIONS ENGINE,2,2,2,2,77,77,0.5,2,0,"49,609",0,"48,440"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,217,CREDITS,5,5,5,5,186,190,3,5,0,"3,794,161",0,"3,783,280"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,218,MERCHANTS,2,2,2,2,134,134,0,2,13,"1,211,326",13,"1,172,799"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,219,BANXICO,1,1,1,1,93,93,0,1,2,"4,406,475",2,"1,771,228"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,221,SUBSCRIPTIONS AND SERVICES,2,2,2,2,61,61,0,2,0,"1,716,500",0,"1,709,159"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,3,3,3,3,61,61,1.5,4,1,"3,801,453",1,"3,732,644"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,83,BRANCHES,7,7,7,7,141,142,3,7,256,"9,326,688",259,"9,228,946"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,84,CRM,6,6,6,6,89,93,5,6,19,"2,531,456",19,"2,522,088"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,85,OPEN MARKET,1,1,1,1,27,27,0.5,1,101,"1,919,867",101,"1,911,308"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,2,2,215,241,1,2,6,"4,813,624",6,"4,813,526"
06/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,2,2,2,161,162,1,1,0,0,0,0
06/25/2025,MEXICO,SYSTEMS ENGINEERING,SYSTEMS STRATEGY & TRASNFORMATION,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,0,1,0,0,0,0
06/25/2025,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,113,114,1.5,5,0,"102,436",0,"19,495"
06/25/2025,PERU,DATA,DATAHUB,3756,DATIO ENGINEERING,5,5,5,5,207,208,3,3,1,"551,829",1,"451,767"
06/25/2025,PERU,DATA,DATAHUB,3842,DATIO CIB/T&C/RIC,3,3,3,3,33,33,3,3,0,"36,872",0,"1,585"
06/25/2025,PERU,DATA,DATAHUB,6094,DATIO RIESGOS,4,4,4,4,214,217,3,4,0,"183,736",0,"73,162"
06/25/2025,PERU,DATA,DATAHUB,6097,DATIO FINANZAS,6,6,6,6,160,160,4,6,0,"194,386",0,"37,247"
06/25/2025,PERU,SYSTEMS,CIB SYSTEMS,61,ASSET MANAGEMENT,10,10,10,10,0,0,2,2,76,"739,090",76,"693,266"
06/25/2025,PERU,SYSTEMS,CIB SYSTEMS,5729,CIB PRODUCTS,20,18,17,20,33,35,12,13,807,"1,741,336",807,"1,736,964"
06/25/2025,PERU,SYSTEMS,CORE CLIENTS,54,INTERBANK PAYMENTS,12,11,12,12,93,95,5,8,0,"1,076,434",0,"1,036,005"
06/25/2025,PERU,SYSTEMS,CORE CLIENTS,376,PEOPLE,7,7,7,7,6,6,3,4,0,"764,873",0,"762,775"
06/25/2025,PERU,SYSTEMS,CORE CLIENTS,377,ACCOUNTS & DEPOSITS,6,6,6,6,33,35,1.5,3,92,"1,246,281",91,"1,217,682"
06/25/2025,PERU,SYSTEMS,CORPORATE,30,COMPLIANCE,11,11,11,11,14,14,7,8,11,"826,539",11,"803,971"
06/25/2025,PERU,SYSTEMS,CORPORATE,198,LEGAL,3,3,3,3,0,0,3,3,151,"1,009,577",151,"1,009,577"
06/25/2025,PERU,SYSTEMS,CORPORATE,199,ENGINEERING,11,11,11,11,0,0,4.5,5,16,"174,083",16,"172,533"
06/25/2025,PERU,SYSTEMS,CORPORATE,200,TALENT & CULTURE,13,13,12,12,9,9,6,7,101,"1,734,379",96,"1,726,962"
06/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,61,62,1,2,0,"1,632,313",0,"1,541,622"
06/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5311,OTHER CROSS PRODUCTS,7,7,7,7,57,57,5,5,6,"2,666,900",6,"2,645,099"
06/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5360,COMMERCIAL SUPPORT,7,5,7,7,39,39,4,6,392,"2,293,383",392,"2,247,279"
06/25/2025,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,10,12,12,73,73,5.5,9,"3,324","5,374,989","3,324","5,371,266"
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6110,TESTING TOOLS,0,0,0,0,0,0,"0,0",0,0,0,0,0
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6136,DEVOPS - CI/CD,0,0,0,0,0,0,"0,0",0,0,0,0,0
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,"0,0",0,0,0,0,0
06/25/2025,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,34,34,0,2,36,"668,186",51,"660,328"
06/25/2025,PERU,SYSTEMS,ENTERPRISE,329,OPEN BANKING,5,5,5,5,37,37,1.5,2,0,"10,003",0,"2,324"
06/25/2025,PERU,SYSTEMS,FINANCE,80,FINANCE,16,16,16,16,45,48,6.5,8,136,"2,843,681",136,"2,837,730"
06/25/2025,PERU,SYSTEMS,FINANCE,378,ACCOUNTING,7,7,7,7,49,49,4.5,7,54,"592,734",154,"588,384"
06/25/2025,PERU,SYSTEMS,LOANS,53,CONSUMER FINANCE,5,1,4,4,67,68,2.5,3,0,"1,420,120",0,"1,419,801"
06/25/2025,PERU,SYSTEMS,LOANS,55,LOANS,7,5,5,7,5,6,3,3,0,"25,193",0,"25,191"
06/25/2025,PERU,SYSTEMS,LOANS,6190,LOANS OTHER PRODUCTS,14,4,14,14,25,25,4,6,611,"1,504,069",635,"1,503,405"
06/25/2025,PERU,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,2,2,2,38,38,1,2,0,"261,050",0,"239,433"
06/25/2025,PERU,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,4,4,4,22,22,2,4,0,"325,753",0,"326,480"
06/25/2025,PERU,SYSTEMS,PAYMENT METHODS,265,ISSUING,3,2,2,3,47,47,0,2,0,"1,977,265",0,"1,974,818"
06/25/2025,PERU,SYSTEMS,PAYMENT METHODS,7282,NEW PAYMENT RAILS,2,2,2,2,54,60,0.5,1,0,"251,120",0,"247,795"
06/25/2025,PERU,SYSTEMS,RETAIL,94,CRM & DIGITAL MARKETING,3,2,2,3,1,1,2,2,1,"151,188",1,"151,188"
06/25/2025,PERU,SYSTEMS,RETAIL,180,MOBILE CHANNELS,9,9,9,9,135,136,6.5,7,0,"1,281,305",0,"1,280,334"
06/25/2025,PERU,SYSTEMS,RETAIL,181,CONTACT CENTER,3,3,1,1,3,3,1.5,3,26,"638,043",24,"647,063"
06/25/2025,PERU,SYSTEMS,RETAIL,182,AGENTES CORRESPONSALES,3,3,3,3,1,1,0,1,"1,270","1,231,257","1,262","1,230,161"
06/25/2025,PERU,SYSTEMS,RETAIL,183,ATMS Y AUTOSERVICIOS,6,6,6,6,11,12,2,3,0,"1,583,079",0,"1,605,180"
06/25/2025,PERU,SYSTEMS,RETAIL,184,BRANCHES & SALES ADVISORY,14,13,13,14,28,28,4.5,9,7,"832,470",75,"831,211"
06/25/2025,PERU,SYSTEMS,RETAIL,185,WEB Y PORTALES,6,6,6,6,10,10,2,4,0,"1,578,864",14,"1,576,835"
06/25/2025,PERU,SYSTEMS,RISK,39,RISKS,20,19,6,20,58,60,12,16,381,"3,158,751",885,"3,514,242"
06/25/2025,PERU,SYSTEMS,RISK,393,COLLECTIONS,6,6,5,5,32,34,3,5,0,"223,950",0,"222,740"
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6110,TESTING TOOLS,0,0,0,0,0,0,0,0,0,0,0,0
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,6136,DEVOPS - CI/CD,0,0,0,0,0,0,0,0,0,0,0,0
06/25/2025,PERU,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,0,0,0,0,0,0
06/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,9,3,3,3.5,6,333,"7,404,188",292,"4,927,555"
06/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,DATA & ANALYTICS,170,DATA & ANALYTICS,3,3,4,4,52,53,3,5,0,"181,989",1,"168,141"
06/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,1,1,2,2,2,2,0,"211,588",0,"195,636"
06/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,OPTIMIZATION & FUNNEL HEALTH,32,OPTIMIZATION & FUNNEL HEALTH,10,10,3,4,0,0,7,9,0,"294,033",2,"267,145"
06/25/2025,RETAIL CLIENT SOLUTIONS,CROSS,TRAFFIC GENERATION & MARKETING AUTOMATION,339,TRAFFIC GENERATION & MARKETING AUTOMATION,0,0,2,2,10,10,2,3,0,"39,331",0,"39,321"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,0,0,0,0,0,0
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,AM&GW,6250,AM&GW,1,1,1,1,5,5,0,1,48,"2,916,881",48,"2,916,881"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,16,18,1,1,0,"1,019,611",0,"995,648"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,5,2,8,11,229,250,5,10,16,"11,447,737",16,"11,243,958"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,0,0,0,"4,827",0,"4,827"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,4,4,1.5,2,0,"33,204",0,"32,961"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,0,0,0,0,0,0
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,4964,PLATAFORMA ADQUIRENCIA,0,0,1,3,5,5,3,3,0,"166,578",0,"163,924"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,2,2,0,"35,889",0,"31,681"
06/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,53,CONSUMER FINANCE,0,0,1,3,1,1,2,2,0,"2,996",0,"2,996"
