mes,geografia,uol1_name,uol2_name,sn1,sn2,issues_analysis2_analysis_sin_review_menor_7_dias,total_issues_analysis2_pasaron_analysis_sin_review,historias_deployed_fix_version,total_historias_deployed,repositorios_activos_nomenclatura_estandar,total_repositorios_activos,mediana_tiempos_pr_ tardado_ser_mergeadas_o_rechazadas,mediana_lineas_codigo_modificadas_prs_mergeadas_o_rechazadas,repositorios_activos_gobernados_chimera,"mediana_tiempo_desde_primera_contribucion_hasta_merge
permanentes","mediana_tiempo_ejecucion_pipelines_correctos
repositorio",ejecuciones_pipeline_estado_success,ejecuciones_pipeline_estado_success_ o_failure,"mediana_tiempo_entre_fallo_y_exito_pipeline
mediana_tiempo_entre_fallo_y_exito_pipeline",repositorios_actividad_y_analisis_sonarqube_ok,repositorios_actividad_analisis_sonarqube,items_desplegados_pruebas_xray_ejecutadas,items_desplegados
07/01/2025,PERU,SYSTEMS,LOANS,LOANS,LINEAS DE CREDITO,10,12,9,14,7,15,3.78,259,9,6.44,32.5,8,13,148,3,8,6,9
07/01/2025,PERU,SYSTEMS,LOANS,LOANS,MODULO CORPORATIVO DE PRESTAMOS SINDICADOS,7,7,6,9,3,6,2.33,14.5,8,4.3,1.5,7,8,181.5,6,7,3,9
07/01/2025,PERU,SYSTEMS,LOANS,LOANS,PRESTAM ADM PROP ESP TABCOM MOR PROD SUBV REF,7,9,1,2,6,13,0.02,527.5,1,0.38,39.5,8,10,91.5,0,2,10,13
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,BBVA ITRADE,6,13,2,10,8,12,5.08,111.5,2,2.61,5,9,13,180,7,14,5,7
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,CARTERA,6,10,4,11,1,8,5.26,47,9,7.71,2,0,5,34.5,10,14,6,7
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,CLOUD LEASING,3,8,1,10,2,7,4.37,423.5,5,1.61,11,4,6,122,2,8,0,0
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,COMERCIO EXTERIOR CORPORATIVO,4,15,1,2,3,7,0.63,458.5,1,2.02,34.5,1,3,186,6,14,2,13
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,CONFIRMING,0,3,8,12,10,14,3.95,542,10,4.24,47,0,3,132,7,15,2,4
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,LEASING,5,11,8,15,1,14,1.73,523,3,2.23,35,5,8,40,10,10,9,13
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,NACAR ENTERPRISE PRODUCTS,0,4,7,14,9,15,3.93,745,0,4.9,1,6,8,74,2,5,9,10
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,NETCASH COMEX,8,11,3,12,7,10,4.32,785,3,2.43,29.5,7,14,59,3,15,10,13
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,NETCASH LEASING,2,14,2,14,6,11,1.1,361.5,2,9.62,20.5,6,8,21,8,11,7,11
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,RETENCIONES LEASING,4,9,2,9,9,9,4.82,251,7,8.53,4,3,3,153.5,9,10,1,12
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,SIGAL,0,4,4,9,10,12,4.57,27.5,1,9.19,9,10,12,101,10,12,8,11
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,SISTEMA DE GESTION DE LEASING - CONSULTAS,9,13,4,6,0,3,1.53,667,4,6.82,11,2,14,107.5,3,9,5,14
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,T-REFIERO,0,9,1,13,1,13,5.66,476.5,8,8.43,23,9,13,66,7,14,6,9
07/01/2025,PERU,SYSTEMS,LOANS,LOANS OTHER PRODUCTS,WORKFLOW COMEX,6,14,0,9,3,8,1.73,212,10,8.89,43.5,8,10,171.5,1,3,6,6
07/01/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,ENTERPRISE CLIENTS OPERATIONS,"CONTRATACION, ADMIN Y COMISIONES SSTT HOST",7,14,5,14,6,11,4.73,36,7,0.1,41,7,11,33.5,7,14,0,8
07/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,Apuntes Contables - Masivos e Individuales,4,12,4,14,6,13,2.69,14.5,1,3.86,28,8,15,92.5,9,13,3,13
07/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,GESTION REMOTA PYMES,CONTRATACION POR GESTION REMOTA PYMES,5,12,5,13,3,10,0.15,176,6,0.5,49,4,9,143,6,11,3,9
07/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,CONTABILIDAD CORE,8,15,3,14,3,10,3.76,596,6,8.94,36.5,6,11,179,4,5,4,12
08/01/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,GESTION REMOTA PYMES,CONTRATACION POR GESTION REMOTA PYMES,0,12,8,9,3,8,5.51,305.5,9,2.03,15.5,7,8,135.5,3,14,8,9
07/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,PORTAL DE GESTION DE FINANZAS,5,8,2,8,1,9,5.78,239.5,2,7.49,18,1,13,185,6,11,8,12
07/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,REPORTES REGULATORIOS CONTABLES,5,13,1,1,5,8,0.51,570.5,8,1.2,21.5,7,11,127,2,13,7,8
07/01/2025,PERU,SYSTEMS,FINANCE,ACCOUNTING,REPORTES REGULATORIOS EDS,9,10,0,11,8,13,0.38,558.5,3,1.93,48,5,9,83.5,5,13,7,10
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,APLICATIVO GENERACION LIBROS CONTABLES,6,9,10,12,6,12,4.97,624,4,4.54,34,1,3,33,0,3,4,9
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,COMPROBANTES DE PAGO,10,11,6,15,1,2,2.84,40,4,4.18,35,4,6,16.5,3,6,1,8
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,CONVERSOR REGCOM,1,12,9,10,3,12,3.9,879.5,4,8.15,46.5,9,12,78.5,1,13,8,10
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,FATCA WEB,6,13,8,9,8,11,4.39,765.5,8,7.29,41,3,11,14,5,13,3,12
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,GASTOS DE VIAJE Y REPRESENTACION,1,12,7,10,1,9,4.13,796,6,6.45,14.5,5,15,136.5,9,9,5,8
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,INTRADAY LIQUIDITY,2,4,2,7,1,7,4.07,92.5,7,9.8,42.5,0,1,27,5,6,1,3
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,INTRAMIS,1,13,9,15,6,10,2.03,603,1,4.89,13.5,3,8,69,6,9,7,10
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,ITF,0,0,3,4,1,7,4.78,315,10,5.65,35,0,11,87.5,2,8,7,8
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,MIS - MANAGEMENT INFORMATION SYSTEM,1,3,9,13,2,12,3.18,801.5,4,6.84,0,8,10,93.5,9,12,10,10
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,MODULO DE INFRAESTRUCTURA INFORMACIONAL,3,11,7,13,8,11,2.04,848,1,3.65,23,8,10,91.5,9,13,6,13
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,MODULO DE IRREGULARIDADES,6,13,3,6,5,7,2.02,52,5,8.45,38,5,11,2.5,3,11,1,14
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,MODULO GPS,1,11,1,5,2,10,0.51,786.5,7,2.74,34.5,2,11,19,6,14,6,14
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,PAGO DE FACTURAS FONDEO ESTRUCTURAL,1,14,10,13,6,14,0.1,730,9,7.84,36.5,8,15,107.5,3,13,3,10
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,SISTEMA INFORMACION CREDITICIA,9,12,2,12,3,10,5.31,61,5,4.15,47.5,5,6,174.5,8,12,10,12
07/01/2025,PERU,SYSTEMS,FINANCE,FINANCE,SISTEMA INFORMACION DE GESTION,9,11,7,9,7,11,0.84,458,3,6.27,5,9,9,8,5,15,1,3
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,AUTOMATIZACION DE PROCESOS,7,9,2,3,10,11,5.22,350.5,1,9.43,18,9,14,113.5,8,12,4,7
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,COMUNICACIONES,9,15,0,4,2,7,5.25,968,4,0.93,2,10,14,1,4,5,1,5
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,CONTRATACION,5,5,0,3,6,14,3.1,942.5,7,4.12,41.5,0,12,27.5,7,9,3,6
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,EXPERIENCIA CLIENTE,3,8,8,9,5,11,5.43,157.5,6,9.12,24,1,9,76.5,2,8,3,6
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,GESTION DOCUMENTAL,3,9,2,13,6,8,0.11,667,3,7.11,19,3,4,147.5,3,10,9,10
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,OTROS SERVICIOS TRANSACCIONALES,3,14,4,6,9,14,1.87,958.5,5,1.87,22.5,2,8,8.5,4,10,2,3
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,COMMERCIAL SUPPORT,SEGURIDAD Y PERFILADO,8,14,9,14,4,6,5.71,669.5,8,5.63,7,8,14,11,6,9,1,4
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,INSURANCE DISTRIBUTION,SEGUROS,10,11,4,12,10,12,0.45,981.5,6,0.74,13.5,10,14,101.5,8,12,3,6
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,INSURANCE DISTRIBUTION,SEGUROS ROYAL,3,12,4,9,3,4,5.27,341,4,4.16,33,9,12,102.5,5,14,2,3
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,ESTADOS DE CUENTA DIGITAL,4,10,10,12,5,6,2.92,364.5,6,9.36,28.5,7,14,41,4,12,4,12
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,GESTION DE  RECLAMOS,5,5,5,11,4,7,4.89,185,5,0.36,8.5,9,12,19.5,4,13,0,11
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,GESTION DE PRECIOS - COTIZA,1,3,10,10,4,14,5.8,168.5,4,4.51,25,10,14,189.5,1,6,7,8
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,GESTOR DE SOSTENIBILIDAD,5,10,8,15,1,14,5.08,577,5,4.22,20,4,8,64.5,5,9,0,12
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,PACMAN,3,12,6,8,1,12,2.96,9,2,7.12,6.5,1,3,165,2,14,1,10
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,PORTALES,5,6,3,6,1,11,5.89,754.5,1,7.75,1,4,6,92.5,4,13,5,11
07/01/2025,PERU,SYSTEMS,CROSS SYSTEMS,OTHER CROSS PRODUCTS,VOUCHER DIGITAL,5,12,9,9,7,14,3.98,434,10,5.35,22,6,9,45,3,8,10,13
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,APERTURA DE CUENTA EMPRENDEDOR - PNN,4,4,2,9,5,10,5.87,966,2,6.5,15.5,7,13,39,6,10,8,14
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,APP GEMA PNN,3,5,9,12,9,13,5.97,318.5,8,5.59,44.5,8,15,34.5,1,11,4,11
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,CAUDALIMETRO PER,9,11,2,10,6,13,5.86,188,2,4.23,15,4,7,165,8,9,7,7
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,CONFIGURADOR SENDA PER,5,7,8,10,2,3,0.34,237,1,8.25,5.5,3,13,8,1,3,8,10
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,DIGITAL CLIENT ACQUISITION,8,14,2,15,5,14,5.42,555,4,8.56,25,3,11,180,5,13,3,5
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,MIS TAREAS PER,1,2,7,9,10,13,2.2,757,3,1.66,5,3,11,177,8,11,2,9
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,NETCASH - BANCA EMPRESAS PERU,3,13,6,10,9,14,4.1,31,0,1.94,45,5,10,129,9,13,3,7
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,NETCHASH MOVIL,9,12,0,14,8,11,5.96,845,1,4.73,34.5,5,11,21.5,8,9,1,3
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,NUEVA APP. MOBILE EMPRESAS - GEMA,8,12,6,8,4,5,2.04,134,4,8.44,35.5,4,5,4,6,7,2,11
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,ONBOARDING,8,15,6,14,10,12,1.61,5.5,5,7.7,48.5,3,6,51.5,5,12,4,8
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,PLATAFORMA HELPDESK PER,8,13,5,7,6,13,4.92,741.5,2,7.9,43,7,11,23.5,0,5,2,4
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,PLATAFORMA SENDA PER,1,15,1,2,9,13,3.84,782.5,7,3.15,41.5,7,14,43.5,6,8,6,8
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,PORTALIZACION - PER ,5,5,4,8,1,14,0.56,694,9,4.78,9,8,8,61,5,9,10,13
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BANKING CANALES WEB & MOBILE,SOSTENIBILIDAD - PER,6,13,6,10,5,7,3.59,572.5,3,3.57,13.5,8,10,59.5,10,11,4,6
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BRANCH,DIGITAL WORKPLACE ENTERPRISE,7,8,6,15,2,11,2.63,259,5,8.24,19,9,11,57,6,13,9,14
07/01/2025,PERU,SYSTEMS,ENTERPRISE,ENTERPRISE BRANCH,DIGITAL WORKPLACE PYMES,9,11,1,9,4,8,5.95,23,0,5.06,23,2,14,86,0,7,3,8
07/01/2025,PERU,SYSTEMS,ENTERPRISE,OPEN BANKING,CAPA GESTORA,6,7,7,8,6,13,0.78,154.5,8,2.68,37.5,4,6,40.5,2,13,5,9
07/01/2025,PERU,SYSTEMS,ENTERPRISE,OPEN BANKING,CORE OPEN BANKING PER,2,3,4,6,6,13,4.32,854,1,8.69,12,6,6,178,6,12,9,15
07/01/2025,PERU,SYSTEMS,ENTERPRISE,OPEN BANKING,ECP OPEN BANKING PER,2,3,9,13,1,7,2.67,443.5,9,4.12,48.5,3,6,188.5,7,11,2,9
07/01/2025,PERU,SYSTEMS,ENTERPRISE,OPEN BANKING,ETPB PAGOS Y COBROS,2,6,2,12,6,9,2.81,324.5,2,3.58,47.5,7,13,35.5,3,14,7,9
07/01/2025,PERU,SYSTEMS,ENTERPRISE,OPEN BANKING,ETPB SALDOS Y MVTOS PER,9,11,0,3,9,11,5.58,694.5,1,8.81,35,8,9,163,2,11,1,14
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ADQUIRENCIA,ADQUIRENCIA,5,9,5,10,3,5,4.42,152.5,9,0.47,44.5,1,7,117.5,7,10,2,14
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ADQUIRENCIA,MODULO FINANCIERO DE COMERCIOS,9,13,1,8,5,6,3.48,283.5,4,5.14,2,6,13,74,3,9,1,14
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ISSUING,ADMINISTRACION DE TARJETAS,0,0,9,13,2,4,2.83,868.5,6,0.76,23,5,5,79.5,7,13,5,10
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ISSUING,PAYMENT METHODS SYSTEM PER,5,13,2,13,8,15,5.31,955,3,8.99,15,9,13,124.5,9,13,6,7
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,ISSUING,PROCESO DE CONTRATACION DE TARJETAS,4,10,2,13,4,11,1.17,478.5,0,9.74,14,7,11,51.5,7,11,2,3
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,NEW PAYMENT RAILS,INTEROPERABILITY,10,14,9,10,7,12,0.39,629,4,0.09,2,2,12,177,6,7,4,15
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,OTHER PAYMENT PRODUCTS & SERVICES,AUTORIZADOR,4,11,2,3,5,7,1.46,396.5,7,3.57,38,3,10,23.5,8,9,1,13
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,OTHER PAYMENT PRODUCTS & SERVICES,BILLETERAS DIGITALES - PAYMENT HUBS,7,8,6,12,7,13,4.71,109.5,9,9.25,18.5,1,3,134,5,10,2,13
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,OTHER PAYMENT PRODUCTS & SERVICES,GATEWAYS,6,8,5,10,6,7,4.82,353.5,7,1.34,41,4,13,100,8,13,3,4
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,OTHER PAYMENT PRODUCTS & SERVICES,LOYALTY,4,5,7,11,6,8,4.72,963.5,10,6.41,3,4,4,89,1,1,3,6
07/01/2025,PERU,SYSTEMS,PAYMENT METHODS,OTHER PAYMENT PRODUCTS & SERVICES,PAYMENT AUTHORIZATION,4,6,2,15,2,3,3.88,287,1,5.23,46.5,5,12,136.5,6,6,9,15
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,FACTURA ELECTRONICA,9,12,8,11,9,13,1.97,965,9,1.69,17,2,15,63,6,10,10,15
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,FFMM PERFILADOR,1,4,7,10,9,11,0.02,106.5,3,7.53,30.5,7,13,15.5,4,5,2,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,FONDOS MUTUOS,1,3,3,9,2,2,4.4,370.5,9,9.54,6,10,12,189,3,10,3,9
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,FONDOS MUTUOS - CONVIVENCIA,3,8,10,12,4,5,4.85,887,6,8.66,20,2,14,150,5,13,7,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,FONDOS MUTUOS - RD SYSTEMS,7,8,6,10,8,12,3.72,472,6,4.56,30.5,5,10,88.5,2,8,3,14
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,GESTORLIM,8,15,5,5,5,9,0.35,21.5,4,4.8,11,3,4,107.5,8,13,7,9
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,SAFI,2,11,7,13,9,14,0.17,824.5,9,5.8,22,2,5,188.5,1,2,5,14
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,SIAP,1,12,3,10,10,14,5.76,415,8,1.77,9.5,8,8,130.5,3,5,2,9
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,SIG - SISTEMA INTEGRADO DE GESTIï¿,3,14,4,10,6,14,3.62,60.5,5,0.9,41,8,8,152.5,1,1,6,9
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,ASSET MANAGEMENT,SISTEMA DE ADMINISTRACION DE PORTAFOLIOS,7,13,3,10,2,6,3.25,255,5,4.28,31,9,14,101.5,9,14,2,9
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,ACCIONISTAS,2,5,5,10,7,11,4.46,638.5,7,5.63,31,2,4,166,3,7,5,12
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,ANEXOS SBS RIESGOS DE MERCADOS,2,6,2,3,5,13,5.7,113,8,3.22,11,1,11,89,6,12,4,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,BACK OFFICE MERCADOS,9,11,0,7,8,15,1.54,671,3,1.22,3.5,5,9,176,6,14,2,10
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,BACK OFFICE VALORES,4,5,1,2,5,11,4.65,761.5,2,4.16,15,2,6,41.5,7,12,7,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,BUSINESS MANAGEMENT,9,15,10,12,9,13,3.58,235.5,10,2.94,16,2,13,105,9,13,10,13
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,CONCILIACION DE OPERACIONES CIB,5,10,7,12,2,14,1.44,967,0,1.87,7,0,9,126.5,9,14,5,6
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,CONTANET,1,6,3,7,1,1,5.8,689.5,7,7.22,36.5,9,12,16,8,14,6,13
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,DATATEC,5,9,5,11,5,12,5.5,325,3,9.05,20,9,10,71.5,1,14,5,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,ENCAJE,3,7,2,9,3,4,2.58,223,9,5.5,4.5,9,13,172.5,2,5,5,14
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,FLUJOS MUREX,5,15,4,5,8,10,1.88,264,4,5.68,30.5,1,11,117.5,6,9,10,12
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,MIDAS HOST,6,11,1,4,6,13,5.12,39,9,4.62,10,8,13,80,5,6,6,11
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,MODULO DE REPORTES BCR,7,15,10,12,1,8,0.74,400,6,4.41,3.5,10,11,134,5,9,3,11
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,SAB FRONT OFFICE - BOLSA,10,13,9,11,2,13,2.12,618.5,6,7.24,46,10,15,111.5,6,14,3,8
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,SPECTRUM,2,6,6,7,1,11,0.96,824,9,0.68,22,7,8,134.5,4,14,4,4
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,TELEMACO PER,3,15,7,7,6,14,2.48,373,2,2.65,10.5,0,14,103,5,5,9,10
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,VALORES,0,4,8,12,5,5,3.03,377.5,10,5.1,15.5,9,15,90.5,9,11,3,7
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,WEB FX,2,9,1,5,7,13,1.45,809.5,3,6.16,11,5,15,128.5,2,6,3,3
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,WEB PUBLICA SUBSIDIARIAS,2,6,5,6,4,8,2.03,204,2,7.18,28.5,0,4,35.5,3,4,9,11
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,WEB SERVICE FRONT OFFICE,4,4,2,5,2,14,1.2,866.5,5,2.24,0.5,4,13,2,5,11,1,6
07/01/2025,PERU,SYSTEMS,CIB SYSTEMS,CIB PRODUCTS,WEB SERVICE GENERAL,7,13,4,10,3,14,0.12,834.5,5,1.55,48,0,11,69.5,2,6,5,9
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,ANTI MONEY LAUNDERING (AML GLOBAL),5,11,3,4,1,15,4.73,587,8,7.31,10,1,14,141,5,8,1,5
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,AUDITORIA INTERNA,6,7,2,6,3,10,5.64,30.5,8,3.34,27,0,5,127.5,2,13,7,12
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,CRR (HERRAMIENTA CUSTOMER RISK RATING),9,10,4,6,2,8,1.71,454.5,3,0.95,24.5,3,12,135.5,2,10,1,9
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,FIRCOSOFT PERU,4,4,3,7,3,9,1.86,444,3,4.09,47,1,4,142.5,6,7,9,14
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,HERRAMIENTA SELECCION DATOS (STG),6,11,8,10,6,6,1.91,18,3,1.99,27.5,9,15,99.5,1,9,3,12
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,KNOW YOUR CUSTOMER RBA,6,11,6,15,4,7,3.85,212,1,8.83,40,6,7,3,1,13,6,12
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,LAVADO DE ACTIVOS,8,13,4,12,9,12,2.76,722.5,5,4.2,0,0,6,95,3,10,7,11
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,MANTAS PERU,7,13,7,13,8,13,4.98,960.5,2,8.3,37,3,4,187,2,2,4,12
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,QUIPUS PLA,2,3,8,12,5,13,5.62,167.5,2,0.52,8.5,4,14,152,6,12,5,9
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,RBA (RISK BASED APPROACH) PE,2,6,9,11,10,13,1.65,817,2,9.4,19,1,4,149,4,5,8,9
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,SIRO PERU,2,8,8,14,1,11,0.37,213.5,3,3.48,39.5,5,9,100.5,3,14,10,15
07/01/2025,PERU,SYSTEMS,CORPORATE,COMPLIANCE,WORKFLOW PLA,5,11,5,11,8,13,0.67,307.5,1,1.67,21.5,5,13,41.5,8,8,4,7
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,APP SOLICITA - ZEIT,8,15,10,13,8,12,2.51,998.5,9,5.83,2,6,8,73,0,4,1,6
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,CAUDALES,9,13,7,8,1,14,4.91,948,4,7.64,22.5,6,10,31,3,12,7,11
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,CONTINUIDAD DE NEGOCIO,0,13,4,6,7,13,0.42,436.5,3,3.32,40,6,10,104,4,13,6,8
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,ENTRADA DE DATOS/KEY-MASTER - VASAD,1,11,5,12,3,12,5.64,484,4,9.99,36,7,8,81,1,3,3,7
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,GESTION DE CARTERA,5,13,4,13,8,13,3.47,598,4,4.71,35.5,5,12,143,2,5,8,13
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,MODULO DE REMESAS,3,13,5,13,2,15,1,542.5,2,3.21,0,1,15,74.5,7,8,4,7
