mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_fichas_rfo_ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,sn2_sn1_medidos,total_vulnerabilidades_high,total_lineas_codigo
06/25/2025,CIB,DATA ENGINEERING,FINANCE DATA,7549,DATAWAREHOUSE & DATAMARTS,2,2,2,2,3,3,1,2,0,2097320
06/25/2025,CIB,DATA ENGINEERING,RISK DATA,7551,GM RISK DATA,1,1,1,1,25,25,0,1,326,748451
06/25/2025,CIB,DATA ENGINEERING,RISK DATA,7552,GMRU ANALYTICS,1,1,1,1,15,16,0,1,0,190280
06/25/2025,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,7554,COMMERCIAL MANAGEMENT - CRM,2,2,1,1,5,5,0,1,0,1453278
06/25/2025,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,7556,UNDERWRITING SERVICE,5,4,3,5,0,0,2,4,0,1667411
06/25/2025,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,378,ACCOUNTING,4,4,4,4,12,15,1,3,1,2216731
06/25/2025,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,5117,CORE BANKING,3,3,3,3,20,22,1,2,240,147680
06/25/2025,CIB,SW DELIVERY,DIGITAL ASSETS,6576,DIGITAL ASSETS,1,1,1,1,4,4,0,1,0,0
06/25/2025,CIB,SW DELIVERY,EQUITIES,7566,DIGITAL DERIVATIVES: X-ASSET NOTES,12,12,10,10,13,14,2,7,1702,9595567
06/25/2025,CIB,SW DELIVERY,EQUITIES,7567,CASH EQUITY & MMOO,9,8,5,5,4,4,6,8,0,533895
06/25/2025,CIB,SW DELIVERY,EQUITIES,7568,QIS EQUITY FINANCE & CROSS,9,9,5,5,39,42,7,8,349,1539340
06/25/2025,CIB,SW DELIVERY,FIXED INCOME,7578,FI BOOKING & PORTFOLIO MANAGEMENT,1,1,1,1,9,10,0,1,1,306836
06/25/2025,CIB,SW DELIVERY,FIXED INCOME,7579,FI PREDEAL & EXECUTION,7,7,5,6,18,23,2,4,0,2271366
06/25/2025,CIB,SW DELIVERY,FIXED INCOME,7580,FI POSTDEAL & REPORTING,5,5,4,4,11,13,2,3,8,839088
06/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7572,PRICE DISTRIBUTION AND ORDER MANAGEMENT,3,3,0,0,0,0,1,2,0,255093
06/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7573,BOOKING & SETTLEMENT,12,11,6,10,15,26,0,4,2,1829630
06/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7574,PRICE CONSTRUCTION ACCEPTANCE ARM & SOR,4,2,1,2,0,0,2,3,0,70
06/25/2025,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,7231,CIB ONLINE INTEGRATION,2,2,2,2,27,36,0,2,60,237737
06/25/2025,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,7576,POSITION KEEPING & RISK MANAGEMENT,2,2,2,2,49,53,0,2,34,18045
06/25/2025,CIB,SW DELIVERY,GLOBAL MARKETS FRONT OFFICE,7577,POSITION KEEPING & RISK MANAGEMENT (LEGACY),2,2,2,2,7,7,1,1,0,109
06/25/2025,CIB,SW DELIVERY,GTB & IB&F,7581,GTB,4,4,4,4,4,4,2,3,0,3967
06/25/2025,CIB,SW DELIVERY,GTB & IB&F,7582,IB&F,9,9,7,7,10,10,4,5,748,4380516
06/25/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,448,REGULATORY & ONBOARDING,1,1,1,1,0,0,0,0,0,0
06/25/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,7583,TRANSACTION REPORTING & RECONCILIATIONS,5,5,3,3,46,55,3,5,0,124050
06/25/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,7584,SUPERVISORY FUNCTIONS,6,5,3,3,13,15,8,9,0,1137187
06/25/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,7585,REPOSITORIES,8,8,8,8,12,12,3,5,0,1215961
06/25/2025,CIB,SW DELIVERY,RISK,7569,MARKET & COUNTERPARTY RISK,10,10,9,10,40,43,2,8,377,268440
06/25/2025,CIB,SW DELIVERY,RISK,7570,RISK MEASUREMENT 2.0,1,1,0,1,0,0,0,0,0,0
06/25/2025,CIB,SW DELIVERY,RISK,7571,MARKET DATA & RISK SOLUTIONS,12,12,9,10,37,40,4,7,8,1942348
06/25/2025,CIB,SW DELIVERY,RISK,7736,XVA,4,3,4,4,4,8,1,3,10,283318
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATA TRANSFORMATION,6018,CLIENT SOLUTIONS - DATA,6,6,6,6,57,57,2.5,4,0,195152
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,4502,FINANZAS - DATA,3,3,3,3,80,83,1,3,0,142355
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,4503,RIESGOS - DATA,5,5,5,5,90,90,4,5,0,114798
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,4506,DATA MODELING & DEVELOPMENT,11,11,11,11,31,31,8,10,0,71742
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,DATAHUB,4914,ENGINEERING - DATA,4,4,4,4,2,3,3,4,0,551298
06/25/2025,COLOMBIA,DATA TRANSFORMATION & ENGINEERING,SALESFORCE,4495,SALESFORCE - DATA,3,3,3,3,6,6,1.5,3,78,3142095
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,293,T&C,11,9,9,9,4,4,3.5,4,15,245780
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,294,FINANZAS,16,16,16,16,40,40,7.5,8,0,150735
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-FINANZAS-T&C-R&IC,295,CUMPLIMIENTO & AUDITORIA,13,13,13,13,7,7,3,4,0,2965
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,5127,RIESGOS PARTICULARES,6,6,6,6,12,12,6,6,0,713315
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,5130,RIESGOS COBRANZA,2,2,2,2,20,20,1,1,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,5131,"RIESGOS REPORTING, NORMATIVOS",6,6,6,6,12,12,3,4,0,52365
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CFS-RIESGOS,6209,RIESGOS PYMES Y MAYORISTAS,6,6,6,6,18,18,4,4,0,62932
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,175,PAYMENTS,9,8,9,9,86,87,7,8,0,1494188
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,456,BACKOFFICE,7,5,5,7,9,9,1,2,0,813
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,457,FIDUCIARIA,6,6,6,6,0,0,4.5,6,73,4559129
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,458,GLOBAL MARKET & COMEX,16,15,15,16,24,25,8.5,10,43,784047
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CIB & COMEX - FIDUCIARIA - VALORES,459,VALORES,4,4,3,3,1,3,0,0,0,38691
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,55,LOANS,9,9,9,9,87,87,5.5,7,4,3056093
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,169,ACCOUNTS,7,7,7,7,47,47,3,4,0,572240
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,172,PERSONAS Y ARQ. HOST,4,4,4,4,22,23,2,3,0,233490
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,173,VENTAS ASISTIDAS CAP,2,2,1,2,13,14,2,2,90,654338
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,174,PROCESS AUTOMATION,18,18,10,17,3,3,8,10,307,3565016
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,7283,GESTION REMOTA RETAIL,1,1,1,1,86,86,0,1,0,140654
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,CORE,7437,GESTION REMOTA PYMES,0,0,0,0,44,44,1,1,0,74037
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DATA TRANSFORMATION,111,CLIENT SOLUTIONS,1,1,1,1,0,0,1,1,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,6110,TESTING TOOLS,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,6110,TESTING TOOLS,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,6136,DEVOPS - CI/CD,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,6136,DEVOPS - CI/CD,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,7207,Z COLOMBIA,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,DEVOPS,7207,Z COLOMBIA,0,0,0,0,0,0,0,0,0,0
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,395,ENTERPRISE WEB CHANNEL,7,6,7,7,27,30,4,6,324,5392787
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,396,TRANSACCIONALIDAD,6,6,6,6,27,27,5,5,9,1111880
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,5209,ENTERPRISE MOBILE (GEMA),2,2,2,2,32,32,1,1,0,70150
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,ENTERPRISE,6667,SOLUCIONES FINANCIERAS,3,3,2,3,8,8,1,2,0,28755
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,85,OPEN MARKET,6,6,6,6,28,29,2,4,35,2459279
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,340,NET,3,3,3,3,5,5,2,3,0,2301178
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,341,OFICINA,10,10,10,10,35,35,7,8,0,964419
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,343,MOVIL RETAIL,1,1,1,1,147,149,1,1,0,87772
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,4065,CANALES ASISTIDOS IVR/CBs,2,2,2,2,16,16,0.5,2,0,129664
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,4066,CANALES ASISTIDOS ATMs/RPA,2,2,2,2,2,2,1.5,2,0,12225
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,RETAIL,5088,ANTIFRAUDE,6,6,6,6,7,7,6,6,30,879351
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SALESFORCE,6371,SALESFORCE,6,4,6,6,2,2,1,2,0,37686
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,4061,SEGUROS SISTEMAS ESPECIALIZADAOS,3,3,3,3,0,0,1.5,2,0,218212
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,4063,SEGUROS AUTOMATION,7,7,7,7,0,0,1,6,0,23099
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6650,SEGUROS PROCESOS,6,6,6,6,0,0,3.5,4,0,12777
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6651,SEGUROS FINANCIERO,4,4,4,4,0,0,0,0,0,5896
06/25/2025,COLOMBIA,SYSTEMS ENGINEERING,SEGUROS,6652,BUSINESS CORE,3,3,3,3,0,0,1.5,3,436,1865948
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,134,INFRA MULTICANAL EMPRESAS,0,0,5,5,3,3,3,6,300,3221585
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,260,DIGITAL SIGNING,1,1,1,1,5,8,1,1,0,72061
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,261,ALERTAS FX,1,1,1,1,0,0,0,0,0,12942
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,4958,FACTORIA ENTERPRISE CLIENTS AMERICA,0,0,1,1,14,14,0,1,0,29882
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,6762,FX SMART HEDGING,0,0,1,1,0,0,0,0,0,105320
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,7184,PROCESOS ONBOARDING & CONTRATACION,0,0,1,1,9,9,1,1,0,4403
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,COREX & BANKING PLATFORM EVOLUTION,7395,CREDIT EXPERIENCE,0,0,2,2,6,6,1,1,0,9318
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,388,PLATAFORMA SENDA,0,0,5,5,47,47,4,5,2,3108508
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,DIGITAL CHANNELS,389,PLATAFORMA GEMA,0,0,1,1,45,45,1,1,0,1418986
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,EMBEDDED FINANCE,390,PLATAFORMA API CHANNEL,0,0,1,1,24,24,0,1,0,252309
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,344,PIVOT NET,6,6,6,6,34,34,4,5,797,1233286
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,348,INFRAESTRUCTURA MULTICANAL ALPHA,20,20,20,20,13,13,5,5,0,132223
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,GLOBAL CHANNELS,4779,GLOBAL CHANNELS,2,2,1,1,25,26,2,2,0,18169
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,4358,PIVOT IMPLEMENTATION,1,1,1,1,13,13,1,1,0,244177
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,CHANNELS & PROCESSES,SERVICING & CLIENT EXPERIENCE TRANSFORMATION,7210,PRODUCTIVIDAD Y DEVOPS,0,0,1,1,0,0,0,1,0,33206
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,BBVA SPARK,7429,HERRAMIENTAS SPARK,0,0,2,2,18,18,2,2,0,44630
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,259,SERVICE BANKERS'S TOOLS - DWP,1,1,1,1,3,3,0,2,2,1033734
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,4961,GESTOR DE INTERVINIENTES,1,1,1,1,0,0,1,1,0,0
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,6335,INTERNATIONAL CROSSBORDER COORDINATION TOOL,1,1,1,1,1,1,0,1,484,330840
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,RELATIONSHIP MODELS,7875,SALES SALESFORCE - CCS,0,0,1,1,0,0,0,0,0,0
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,SUSTAINABILITY RELATIONSHIP MODELS & SPARK,SUSTAINABILITY,7721,SUSTAINABILITY - COMMERCIAL,0,0,1,1,19,19,2,2,0,260721
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,DOMESTIC TREASURY MANAGEMENT,349,PLATAFORMA ETPB,0,0,1,1,84,85,1,1,0,1093897
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,98,FINANCIACION ESPECIALIZADA,0,0,1,1,0,0,0,1,0,2154
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,7699,TRADE FINANCE,1,1,1,1,0,0,1,1,0,6750
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,345,PIVOT CONNECT,2,2,2,2,29,29,2,2,0,622600
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,2,0,0,0,0,0,0
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,LIQUIDITY MANAGEMENT,345,PIVOT CONNECT,2,2,2,2,33,35,2,2,0,826944
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,346,PIVOT - COMMERCIAL CARD,1,1,1,1,10,10,1,1,0,715350
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,347,PIVOT - GLOBAL SUPPLY CHAIN FINANCE,1,1,0,0,6,10,1,1,0,9125
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,6141,PIVOT - VIRTUAL ACCOUNTS,1,1,1,1,24,24,1,1,0,57637
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7423,GLOBAL SCF (LOCAL MULTICOUNTRY),0,0,1,1,0,0,1,1,0,263
06/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7424,BBVA CONNECTA,0,0,1,1,0,0,1,1,0,5261
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,400,CS INGESTAS,2,2,4,4,249,251,3,4,0,123350
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,401,HERRAMIENTAS DATA,7,7,6,7,85,86,5,7,459,3969051
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,402,"T&C, CROSS Y ENGINEERING INGESTAS",1,1,1,1,76,78,0,1,0,470666
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,403,VISUAL CLIENT,1,1,1,1,0,0,0,1,0,135612
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,404,DE PLATAFORMA INFORMACIONAL HOLDING (HIS Y MAESTROS),1,1,1,1,3,3,0,0,0,113017
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,405,DATAHUB R&F,3,3,1,3,271,276,2,3,0,264943
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,406,GDH ALPHA,1,1,1,1,46,49,0,1,0,952528
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,5504,DQ HOLDING,1,1,1,1,0,0,0,1,0,5002
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,6136,DEVOPS - CI/CD,1,1,0,1,0,0,0,1,0,64408
06/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,7847,MLE&GENAI HOLDING,1,0,0,1,0,0,0,0,0,0
06/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,392,TERADATA SYSTEMS,1,1,1,1,16,16,0,1,123,1228403
06/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5709,RIESGOS & FINANZAS,3,3,2,3,177,178,2,3,0,157512
06/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5710,CS & SOSTENIBILIDAD,4,4,4,4,392,392,3,4,0,448304
06/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5711,CROSS SYSTEM,1,1,1,1,102,102,0.5,1,0,199819
06/25/2025,ESPANA,DATA ENGINEERING,DATA MODELLING,5713,SDM,2,2,2,2,310,310,0,2,0,396369
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,20,20,3,3,0,764243
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,53,53,0.5,3,4,1550583
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,157,CLIENTS,3,3,2,3,35,35,3,3,0,70602
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,2,27,28,2,3,0,57674
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,20,23,1,1,216,1152251
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,32,36,3,4,134,2155227
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,22,25,3,4,96,1847046
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,11,11,1,1,0,1016615
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,425,"VALORES, FONDOS INTERNACIONALES, DEPOSITARï¿½ï¿½",13,13,12,12,166,168,5.5,11,269,3201973
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,40,52,1,1,0,244118
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,56,64,8,9,1,1334039
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,128,CCS PRICING,4,4,4,4,13,14,3,3,0,201307
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,129,TRANSFORMACION DE OPERACIONES,8,8,8,8,21,24,3.5,6,482,4000946
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,130,INFRAESTRUCTURA OPERACIONAL,4,4,4,4,33,35,3,4,0,301233
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,131,CONTRATACION,4,4,4,4,109,129,4,4,75,6959707
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,132,"DOC, TTGG, LIQUIDACION",3,3,3,3,66,69,2,2,0,339729
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,133,MODELO DE DIRECCION Y GESTION,5,5,5,5,23,24,4,4,0,39849
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,4,RIESGOS DE CREDITO,8,8,6,6,104,106,9,9,4,2654464
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,319,GESTION RECUPERATORIA Y CONTROL INTERNA,3,3,3,3,32,32,2,3,0,774229
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,320,T&C Y COMUNICACIONES,4,4,1,1,10,10,4,4,1649,3508056
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,321,REPORTING NORMATIVO,6,5,6,6,75,75,4,7,0,6832890
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,322,IMPAGO Y COBERTURAS,8,8,7,7,71,74,7,7,50,1581001
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,323,CONTABILIDAD Y REAL ESTATE,4,4,4,4,16,18,4,4,82,1193379
06/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,324,SSJJ Y OTROS,4,3,2,3,10,10,2,2,0,260798
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,96,ENTERPRISE CLIENTS OPERATIONS,10,9,9,10,24,28,5,8,92,3654308
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,98,FINANCIACION ESPECIALIZADA,4,4,4,4,15,17,2,3,82,1757776
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,100,ENTERPRISES CHANNEL,4,4,4,4,65,71,3,4,2396,20283062
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,4739,ENTERPRISE MXM,2,2,2,2,11,12,2,2,1,346651
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,5938,COMEX,2,2,2,2,9,18,2,2,33,1960135
06/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,6169,ENTERPRISE MOBILE CHANNEL,2,2,2,2,34,36,0,2,0,4405003
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,300,INSURANCE - POSTVENTA,2,2,2,2,12,12,1.5,2,0,19930
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,301,INSURANCE - AHORRO Y PREVISION,5,5,5,5,28,28,4,4,0,40958633
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,302,INSURANCE - FINANCIERO ACTUARIAL,4,4,3,3,1,1,4,4,0,28995
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,303,INSURANCE - DISTRIBUCION,1,1,1,1,30,34,1,1,0,8180415
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,304,INSURANCE - BACKOFFICE Y DATA,3,3,3,3,22,22,1.5,3,0,3120615
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,307,ASSET MANAGEMENT - MIDDLE OFFICE,4,4,2,2,11,11,3,4,0,314375
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,308,ASSET MANAGEMENT - INFORMACIONAL & WEBS,5,5,5,5,53,54,3,5,2291,9752467
06/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,310,ASSET MANAGEMENT - FRONT OFFICE,3,3,3,3,3,4,3,3,8,2175056
